Time,Spacecraft Clock,MAG ID,Br,Bt,Bn,Bmag,Average Bmag,Delta,Lambda,RMS Br,RMS Bt,RMS Bn,NPTS,DFLAG
1979-02-26T00:00:35.897,16164:19:001,1,   -0.630,    0.968,    0.015,    1.155,    1.156,  0.759,123.065,   0.014,   0.025,   0.046, 5,"""        """
1979-02-26T00:01:23.897,16164:20:001,1,   -0.568,    0.998,   -0.076,    1.151,    1.153, -3.777,119.676,   0.029,   0.018,   0.066, 5,"""        """
1979-02-26T00:02:11.897,16164:21:001,1,   -0.598,    0.983,   -0.074,    1.153,    1.155, -3.654,121.300,   0.057,   0.018,   0.040, 5,"""        """
1979-02-26T00:02:59.897,16164:22:001,1,   -0.656,    0.951,   -0.076,    1.158,    1.160, -3.775,124.572,   0.057,   0.047,   0.015, 5,"""        """
1979-02-26T00:03:47.897,16164:23:001,1,   -0.630,    0.980,   -0.055,    1.167,    1.167, -2.681,122.732,   0.019,   0.018,   0.015, 5,"""        """
1979-02-26T00:04:35.897,16164:24:001,1,   -0.594,    1.002,   -0.059,    1.167,    1.167, -2.901,120.669,   0.034,   0.016,   0.025, 5,"""        """
1979-02-26T00:05:23.897,16164:25:001,1,   -0.605,    1.013,   -0.029,    1.181,    1.181, -1.415,120.832,   0.027,   0.017,   0.020, 5,"""        """
1979-02-26T00:06:11.897,16164:26:001,1,   -0.634,    0.999,   -0.029,    1.183,    1.184, -1.415,122.401,   0.034,   0.022,   0.009, 5,"""        """
1979-02-26T00:06:59.898,16164:27:001,1,   -0.648,    0.981,   -0.015,    1.176,    1.177, -0.722,123.453,   0.024,   0.008,   0.050, 5,"""        """
1979-02-26T00:07:47.898,16164:28:001,1,   -0.593,    1.004,    0.006,    1.166,    1.168,  0.277,120.568,   0.055,   0.026,   0.015, 5,"""        """
1979-02-26T00:08:35.898,16164:29:001,1,   -0.549,    1.020,    0.014,    1.159,    1.159,  0.688,118.307,   0.029,   0.010,   0.008, 5,"""        """
1979-02-26T00:09:23.898,16164:30:001,1,   -0.502,    1.043,    0.040,    1.158,    1.158,  1.969,115.713,   0.013,   0.008,   0.018, 5,"""        """
1979-02-26T00:10:11.898,16164:31:001,1,   -0.504,    1.046,    0.046,    1.162,    1.162,  2.248,115.743,   0.014,   0.003,   0.019, 5,"""        """
1979-02-26T00:10:59.898,16164:32:001,1,   -0.490,    1.039,    0.086,    1.152,    1.153,  4.273,115.256,   0.031,   0.018,   0.032, 5,"""        """
1979-02-26T00:11:47.898,16164:33:001,1,   -0.464,    1.055,    0.098,    1.157,    1.162,  4.844,113.722,   0.079,   0.050,   0.053, 5,"""        """
1979-02-26T00:12:35.898,16164:34:001,1,   -0.478,    1.053,    0.101,    1.160,    1.161,  4.971,114.409,   0.038,   0.020,   0.027, 5,"""        """
1979-02-26T00:13:23.898,16164:35:001,1,   -0.428,    1.080,    0.141,    1.170,    1.171,  6.905,111.621,   0.041,   0.014,   0.008, 5,"""        """
1979-02-26T00:14:11.898,16164:36:001,1,   -0.509,    1.024,    0.130,    1.151,    1.152,  6.468,116.418,   0.029,   0.009,   0.023, 5,"""        """
1979-02-26T00:14:59.898,16164:37:001,1,   -0.404,    1.073,    0.184,    1.161,    1.162,  9.119,110.635,   0.043,   0.023,   0.030, 5,"""        """
1979-02-26T00:15:47.898,16164:38:001,1,   -0.381,    1.075,    0.228,    1.163,    1.163, 11.292,109.524,   0.022,   0.014,   0.011, 5,"""        """
1979-02-26T00:16:35.898,16164:39:001,1,   -0.442,    1.058,    0.277,    1.179,    1.180, 13.571,112.660,   0.027,   0.005,   0.031, 5,"""        """
1979-02-26T00:17:23.898,16164:40:001,1,   -0.422,    1.062,    0.265,    1.173,    1.175, 13.061,111.654,   0.047,   0.028,   0.027, 5,"""        """
1979-02-26T00:18:11.898,16164:41:001,1,   -0.405,    1.066,    0.255,    1.169,    1.170, 12.588,110.821,   0.053,   0.017,   0.018, 5,"""        """
1979-02-26T00:18:59.898,16164:42:001,1,   -0.352,    1.079,    0.234,    1.159,    1.159, 11.652,108.065,   0.015,   0.009,   0.010, 5,"""        """
1979-02-26T00:19:47.898,16164:43:001,1,   -0.319,    1.090,    0.297,    1.174,    1.175, 14.669,106.313,   0.020,   0.015,   0.042, 5,"""        """
1979-02-26T00:20:35.898,16164:44:001,1,   -0.329,    1.101,    0.198,    1.166,    1.167,  9.759,106.637,   0.008,   0.008,   0.047, 5,"""        """
1979-02-26T00:21:23.898,16164:45:001,1,   -0.308,    1.123,    0.224,    1.185,    1.186, 10.884,105.331,   0.006,   0.008,   0.025, 5,"""        """
1979-02-26T00:22:11.898,16164:46:001,1,   -0.332,    1.118,    0.238,    1.190,    1.191, 11.554,106.530,   0.022,   0.007,   0.010, 5,"""        """
1979-02-26T00:22:59.898,16164:47:001,1,   -0.342,    1.123,    0.247,    1.199,    1.199, 11.867,106.923,   0.014,   0.008,   0.006, 5,"""        """
1979-02-26T00:23:47.898,16164:48:001,1,   -0.292,    1.127,    0.249,    1.191,    1.193, 12.081,104.520,   0.037,   0.004,   0.048, 5,"""        """
1979-02-26T00:24:35.898,16164:49:001,1,   -0.282,    1.118,    0.329,    1.199,    1.199, 15.932,104.179,   0.008,   0.001,   0.006, 5,"""        """
1979-02-26T00:25:23.898,16164:50:001,1,   -0.300,    1.120,    0.317,    1.202,    1.202, 15.313,105.008,   0.024,   0.005,   0.021, 5,"""        """
1979-02-26T00:26:11.898,16164:51:001,1,   -0.295,    1.110,    0.320,    1.192,    1.192, 15.575,104.898,   0.022,   0.004,   0.030, 5,"""        """
1979-02-26T00:26:59.898,16164:52:001,1,   -0.310,    1.114,    0.324,    1.201,    1.201, 15.628,105.539,   0.006,   0.006,   0.012, 5,"""        """
1979-02-26T00:27:47.898,16164:53:001,1,   -0.283,    1.130,    0.321,    1.208,    1.208, 15.396,104.056,   0.007,   0.007,   0.019, 5,"""        """
1979-02-26T00:28:35.898,16164:54:001,1,   -0.272,    1.120,    0.371,    1.210,    1.210, 17.830,103.646,   0.006,   0.005,   0.010, 5,"""        """
1979-02-26T00:29:23.898,16164:55:001,1,   -0.320,    1.109,    0.342,    1.204,    1.207, 16.491,106.106,   0.066,   0.019,   0.060, 5,"""        """
1979-02-26T00:30:11.898,16164:56:001,1,   -0.395,    1.086,    0.277,    1.189,    1.190, 13.458,109.992,   0.032,   0.007,   0.027, 5,"""        """
1979-02-26T00:30:59.898,16164:57:001,1,   -0.378,    1.094,    0.281,    1.191,    1.191, 13.631,109.066,   0.012,   0.006,   0.007, 5,"""        """
1979-02-26T00:31:47.898,16164:58:001,1,   -0.394,    1.094,    0.266,    1.193,    1.193, 12.910,109.824,   0.006,   0.005,   0.008, 5,"""        """
1979-02-26T00:32:35.898,16164:59:001,1,   -0.376,    1.097,    0.257,    1.187,    1.188, 12.492,108.924,   0.011,   0.004,   0.027, 5,"""        """
1979-02-26T00:33:23.898,16165:00:001,1,   -0.367,    1.100,    0.275,    1.192,    1.192, 13.341,108.469,   0.008,   0.005,   0.012, 5,"""        """
1979-02-26T00:34:11.898,16165:01:001,1,   -0.400,    1.089,    0.271,    1.192,    1.192, 13.132,110.165,   0.018,   0.007,   0.025, 5,"""        """
1979-02-26T00:34:59.898,16165:02:001,1,   -0.409,    1.087,    0.254,    1.189,    1.189, 12.354,110.607,   0.010,   0.006,   0.010, 5,"""        """
1979-02-26T00:35:47.898,16165:03:001,1,   -0.375,    1.106,    0.283,    1.201,    1.202, 13.602,108.721,   0.024,   0.009,   0.033, 5,"""        """
1979-02-26T00:36:35.898,16165:04:001,1,   -0.379,    1.111,    0.277,    1.206,    1.206, 13.287,108.860,   0.007,   0.004,   0.009, 5,"""        """
1979-02-26T00:37:23.898,16165:05:001,1,   -0.378,    1.106,    0.309,    1.209,    1.209, 14.833,108.865,   0.020,   0.006,   0.015, 5,"""        """
1979-02-26T00:38:11.898,16165:06:001,1,   -0.368,    1.118,    0.354,    1.229,    1.229, 16.721,108.228,   0.012,   0.006,   0.014, 5,"""        """
1979-02-26T00:38:59.898,16165:07:001,1,   -0.386,    1.112,    0.357,    1.229,    1.230, 16.858,109.141,   0.019,   0.009,   0.012, 5,"""        """
1979-02-26T00:39:47.898,16165:08:001,1,   -0.377,    1.104,    0.355,    1.219,    1.220, 16.925,108.869,   0.019,   0.008,   0.016, 5,"""        """
1979-02-26T00:40:35.898,16165:09:001,1,   -0.367,    1.123,    0.343,    1.230,    1.230, 16.186,108.077,   0.011,   0.008,   0.024, 5,"""        """
1979-02-26T00:41:23.898,16165:10:001,1,   -0.374,    1.104,    0.378,    1.225,    1.225, 17.975,108.703,   0.014,   0.008,   0.021, 5,"""        """
1979-02-26T00:42:11.898,16165:11:001,1,   -0.385,    1.113,    0.391,    1.241,    1.242, 18.365,109.090,   0.015,   0.011,   0.025, 5,"""        """
1979-02-26T00:42:59.898,16165:12:001,1,   -0.356,    1.127,    0.337,    1.229,    1.229, 15.910,107.519,   0.012,   0.003,   0.043, 5,"""        """
1979-02-26T00:43:47.898,16165:13:001,1,   -0.320,    1.139,    0.306,    1.222,    1.223, 14.480,105.688,   0.024,   0.006,   0.032, 5,"""        """
1979-02-26T00:44:35.898,16165:14:001,1,   -0.334,    1.131,    0.345,    1.229,    1.229, 16.302,106.459,   0.007,   0.007,   0.011, 5,"""        """
1979-02-26T00:45:23.898,16165:15:001,1,   -0.343,    1.134,    0.311,    1.225,    1.225, 14.693,106.839,   0.007,   0.005,   0.013, 5,"""        """
1979-02-26T00:46:11.898,16165:16:001,1,   -0.337,    1.135,    0.315,    1.225,    1.225, 14.878,106.551,   0.006,   0.003,   0.006, 5,"""        """
1979-02-26T00:46:59.898,16165:17:001,1,   -0.366,    1.125,    0.333,    1.229,    1.229, 15.726,108.001,   0.017,   0.007,   0.008, 5,"""        """
1979-02-26T00:47:47.898,16165:18:001,1,   -0.352,    1.127,    0.341,    1.228,    1.229, 16.099,107.333,   0.012,   0.004,   0.006, 5,"""        """
1979-02-26T00:48:35.898,16165:19:001,1,   -0.352,    1.126,    0.375,    1.237,    1.238, 17.634,107.344,   0.014,   0.003,   0.022, 5,"""        """
1979-02-26T00:49:23.898,16165:20:001,1,   -0.346,    1.136,    0.352,    1.239,    1.239, 16.497,106.922,   0.025,   0.007,   0.017, 5,"""        """
1979-02-26T00:50:11.898,16165:21:001,1,   -0.365,    1.121,    0.397,    1.244,    1.245, 18.599,108.017,   0.034,   0.008,   0.031, 5,"""        """
1979-02-26T00:50:59.898,16165:22:001,1,   -0.408,    1.093,    0.211,    1.186,    1.187, 10.239,110.483,   0.023,   0.019,   0.046, 5,"""        """
1979-02-26T00:51:47.898,16165:23:001,1,   -0.447,    1.049,    0.172,    1.154,    1.154,  8.560,113.095,   0.015,   0.010,   0.030, 5,"""        """
1979-02-26T00:52:35.898,16165:24:001,1,   -0.418,    1.085,    0.274,    1.195,    1.197, 13.263,111.066,   0.007,   0.014,   0.072, 5,"""        """
1979-02-26T00:53:23.898,16165:25:001,1,   -0.408,    1.091,    0.384,    1.227,    1.230, 18.230,110.483,   0.023,   0.025,   0.088, 5,"""        """
1979-02-26T00:54:11.898,16165:26:001,1,   -0.316,    1.095,    0.440,    1.222,    1.230, 21.116,106.072,   0.056,   0.024,   0.127, 5,"""        """
1979-02-26T00:54:59.898,16165:27:001,1,   -0.405,    1.094,    0.420,    1.240,    1.244, 19.775,110.324,   0.070,   0.022,   0.062, 5,"""        """
1979-02-26T00:55:47.898,16165:28:001,1,   -0.404,    1.093,    0.369,    1.223,    1.225, 17.587,110.260,   0.025,   0.013,   0.069, 5,"""        """
1979-02-26T00:56:35.898,16165:29:001,1,   -0.446,    1.076,    0.328,    1.210,    1.211, 15.746,112.488,   0.020,   0.006,   0.037, 5,"""        """
1979-02-26T00:57:23.898,16165:30:001,1,   -0.201,    0.914,    0.812,    1.239,    1.274, 40.935,102.374,   0.104,   0.091,   0.270, 5,"""        """
1979-02-26T00:58:11.898,16165:31:001,1,   -0.149,    0.888,    0.967,    1.321,    1.322, 47.034, 99.510,   0.039,   0.026,   0.017, 5,"""        """
1979-02-26T00:58:59.898,16165:32:001,1,   -0.172,    0.923,    0.921,    1.315,    1.315, 44.431,100.572,   0.013,   0.024,   0.013, 5,"""        """
1979-02-26T00:59:47.898,16165:33:001,1,   -0.179,    0.953,    0.874,    1.306,    1.306, 42.026,100.658,   0.004,   0.005,   0.007, 5,"""        """
1979-02-26T01:00:35.898,16165:34:001,1,   -0.175,    0.975,    0.863,    1.313,    1.314, 41.055,100.172,   0.005,   0.009,   0.007, 5,"""        """
1979-02-26T01:01:23.898,16165:35:001,1,   -0.179,    0.979,    0.853,    1.310,    1.311, 40.618,100.356,   0.008,   0.006,   0.013, 5,"""        """
1979-02-26T01:02:11.898,16165:36:001,1,   -0.165,    0.994,    0.833,    1.308,    1.309, 39.585, 99.396,   0.010,   0.024,   0.031, 5,"""        """
1979-02-26T01:02:59.898,16165:37:001,1,   -0.127,    0.940,    0.873,    1.289,    1.289, 42.647, 97.714,   0.008,   0.017,   0.014, 5,"""        """
1979-02-26T01:03:47.898,16165:38:001,1,   -0.061,    0.986,    0.771,    1.253,    1.261, 37.999, 93.558,   0.136,   0.024,   0.049, 5,"""        """
1979-02-26T01:04:35.898,16165:39:001,1,   -0.146,    1.021,    0.715,    1.255,    1.257, 34.723, 98.166,   0.056,   0.029,   0.033, 5,"""        """
1979-02-26T01:05:23.898,16165:40:001,1,   -0.146,    1.057,    0.628,    1.238,    1.239, 30.504, 97.850,   0.014,   0.009,   0.031, 5,"""        """
1979-02-26T01:06:11.898,16165:41:001,1,   -0.201,    1.070,    0.497,    1.197,    1.202, 24.559,100.632,   0.042,   0.034,   0.099, 5,"""        """
1979-02-26T01:06:59.898,16165:42:001,1,   -0.252,    1.040,    0.589,    1.222,    1.225, 28.843,103.631,   0.066,   0.016,   0.060, 5,"""        """
1979-02-26T01:07:47.898,16165:43:001,1,   -0.324,    1.057,    0.539,    1.230,    1.230, 25.997,107.059,   0.018,   0.010,   0.018, 5,"""        """
1979-02-26T01:08:35.898,16165:44:001,1,   -0.315,    1.043,    0.569,    1.229,    1.230, 27.566,106.780,   0.031,   0.015,   0.025, 5,"""        """
1979-02-26T01:09:23.898,16165:45:001,1,   -0.291,    1.065,    0.588,    1.250,    1.251, 28.040,105.278,   0.017,   0.019,   0.031, 5,"""        """
1979-02-26T01:10:11.898,16165:46:001,1,   -0.290,    1.094,    0.545,    1.256,    1.259, 25.706,104.858,   0.052,   0.021,   0.072, 5,"""        """
1979-02-26T01:10:59.898,16165:47:001,1,   -0.343,    1.077,    0.531,    1.249,    1.252, 25.178,107.681,   0.050,   0.006,   0.076, 5,"""        """
1979-02-26T01:11:47.898,16165:48:001,1,   -0.281,    1.094,    0.562,    1.262,    1.262, 26.464,104.391,   0.027,   0.004,   0.018, 5,"""        """
1979-02-26T01:12:35.898,16165:49:001,1,   -0.253,    1.114,    0.578,    1.280,    1.281, 26.829,102.803,   0.026,   0.013,   0.028, 5,"""        """
1979-02-26T01:13:23.898,16165:50:001,1,   -0.252,    1.183,   -0.013,    1.209,    1.211, -0.598,102.006,   0.041,   0.018,   0.049, 5,"""        """
1979-02-26T01:14:11.898,16165:51:001,1,   -0.400,    1.161,    0.114,    1.233,    1.234,  5.295,109.011,   0.020,   0.004,   0.016, 5,"""        """
1979-02-26T01:14:59.898,16165:52:001,1,   -0.368,    1.165,    0.093,    1.225,    1.225,  4.345,107.535,   0.005,   0.009,   0.011, 5,"""        """
1979-02-26T01:15:47.898,16165:53:001,1,   -0.341,    1.152,    0.075,    1.204,    1.204,  3.560,106.487,   0.013,   0.002,   0.009, 5,"""        """
1979-02-26T01:16:35.898,16165:54:001,1,   -0.350,    1.147,    0.092,    1.202,    1.203,  4.368,106.969,   0.007,   0.004,   0.018, 5,"""        """
1979-02-26T01:17:23.898,16165:55:001,1,   -0.352,    1.149,    0.095,    1.206,    1.206,  4.531,107.044,   0.019,   0.012,   0.010, 5,"""        """
1979-02-26T01:18:11.898,16165:56:001,1,   -0.320,    1.167,    0.084,    1.213,    1.213,  3.948,105.352,   0.012,   0.004,   0.017, 5,"""        """
1979-02-26T01:18:59.898,16165:57:001,1,   -0.383,    1.131,    0.126,    1.201,    1.201,  6.039,108.714,   0.031,   0.005,   0.027, 5,"""        """
1979-02-26T01:19:47.898,16165:58:001,1,   -0.360,    1.133,    0.121,    1.194,    1.195,  5.792,107.616,   0.023,   0.004,   0.016, 5,"""        """
1979-02-26T01:20:35.898,16165:59:001,1,   -0.352,    1.153,    0.130,    1.212,    1.212,  6.145,106.970,   0.021,   0.008,   0.014, 5,"""        """
1979-02-26T01:21:23.898,16166:00:001,1,   -0.366,    1.167,    0.089,    1.226,    1.230,  4.171,107.402,   0.006,   0.014,   0.093, 5,"""        """
1979-02-26T01:22:11.898,16166:01:001,1,   -0.366,    1.160,   -0.086,    1.220,    1.220, -4.063,107.500,   0.018,   0.006,   0.018, 5,"""        """
1979-02-26T01:22:59.898,16166:02:001,1,   -0.367,    1.154,   -0.069,    1.213,    1.213, -3.266,107.649,   0.013,   0.018,   0.015, 5,"""        """
1979-02-26T01:23:47.898,16166:03:001,1,   -0.366,    1.169,   -0.048,    1.226,    1.226, -2.268,107.408,   0.011,   0.006,   0.018, 5,"""        """
1979-02-26T01:24:35.898,16166:04:001,1,   -0.372,    1.146,   -0.116,    1.211,    1.216, -5.476,107.977,   0.004,   0.030,   0.113, 5,"""        """
1979-02-26T01:25:23.898,16166:05:001,1,   -0.364,    1.014,   -0.459,    1.171,    1.172,-23.093,109.749,   0.015,   0.020,   0.044, 5,"""        """
1979-02-26T01:26:11.898,16166:06:001,1,   -0.360,    1.005,   -0.455,    1.160,    1.162,-23.103,109.700,   0.021,   0.023,   0.039, 5,"""        """
1979-02-26T01:26:59.898,16166:07:001,1,   -0.380,    1.000,   -0.456,    1.163,    1.164,-23.072,110.819,   0.012,   0.015,   0.015, 5,"""        """
1979-02-26T01:27:47.898,16166:08:001,1,   -0.376,    1.001,   -0.437,    1.155,    1.155,-22.213,110.567,   0.007,   0.015,   0.035, 5,"""        """
1979-02-26T01:28:35.898,16166:09:001,1,   -0.363,    1.036,   -0.357,    1.154,    1.155,-18.041,109.302,   0.016,   0.014,   0.032, 5,"""        """
1979-02-26T01:29:23.898,16166:10:001,1,   -0.346,    1.063,   -0.298,    1.157,    1.157,-14.910,108.019,   0.010,   0.013,   0.014, 5,"""        """
1979-02-26T01:30:11.898,16166:11:001,1,   -0.326,    1.077,   -0.198,    1.143,    1.144, -9.993,106.861,   0.017,   0.011,   0.040, 5,"""        """
1979-02-26T01:30:59.898,16166:12:001,1,   -0.284,    1.087,   -0.112,    1.129,    1.129, -5.717,104.648,   0.007,   0.006,   0.021, 5,"""        """
1979-02-26T01:31:47.898,16166:13:001,1,   -0.286,    1.095,   -0.049,    1.133,    1.134, -2.493,104.617,   0.013,   0.006,   0.044, 5,"""        """
1979-02-26T01:32:35.898,16166:14:001,1,   -0.162,    1.074,    0.362,    1.145,    1.201, 18.435, 98.599,   0.093,   0.029,   0.357, 5,"""        """
1979-02-26T01:33:23.898,16166:15:001,1,   -0.060,    1.054,    0.734,    1.286,    1.286, 34.821, 93.282,   0.031,   0.008,   0.019, 5,"""        """
1979-02-26T01:34:11.898,16166:16:001,1,   -0.089,    1.041,    0.725,    1.272,    1.272, 34.753, 94.868,   0.007,   0.004,   0.006, 5,"""        """
1979-02-26T01:34:59.898,16166:17:001,1,   -0.108,    1.045,    0.723,    1.275,    1.275, 34.538, 95.909,   0.003,   0.003,   0.004, 5,"""        """
1979-02-26T01:35:47.899,16166:18:001,1,   -0.086,    1.041,    0.722,    1.270,    1.270, 34.664, 94.716,   0.009,   0.010,   0.007, 5,"""        """
1979-02-26T01:36:35.899,16166:19:001,1,   -0.094,    1.073,    0.708,    1.289,    1.290, 33.314, 95.003,   0.007,   0.018,   0.015, 5,"""        """
1979-02-26T01:37:23.899,16166:20:001,1,   -0.117,    1.083,    0.684,    1.287,    1.287, 32.113, 96.175,   0.017,   0.010,   0.003, 5,"""        """
1979-02-26T01:38:11.899,16166:21:001,1,   -0.138,    1.097,    0.682,    1.299,    1.299, 31.650, 97.157,   0.014,   0.004,   0.012, 5,"""        """
1979-02-26T01:38:59.899,16166:22:001,1,   -0.119,    1.130,    0.686,    1.327,    1.328, 31.107, 95.998,   0.020,   0.018,   0.031, 5,"""        """
1979-02-26T01:39:47.899,16166:23:001,1,   -0.207,    1.139,    0.423,    1.232,    1.234, 20.080,100.277,   0.028,   0.010,   0.062, 5,"""        """
1979-02-26T01:40:35.899,16166:24:001,1,   -0.198,    1.126,    0.496,    1.246,    1.246, 23.448, 99.973,   0.007,   0.006,   0.011, 5,"""        """
1979-02-26T01:41:23.899,16166:25:001,1,   -0.269,    1.133,    0.429,    1.241,    1.244, 20.229,103.339,   0.051,   0.007,   0.073, 5,"""        """
1979-02-26T01:42:11.899,16166:26:001,1,   -0.313,    1.134,    0.358,    1.229,    1.230, 16.922,105.421,   0.022,   0.008,   0.031, 5,"""        """
1979-02-26T01:42:59.899,16166:27:001,1,   -0.305,    1.151,    0.346,    1.240,    1.240, 16.189,104.836,   0.018,   0.004,   0.014, 5,"""        """
1979-02-26T01:43:47.899,16166:28:001,1,   -0.333,    1.127,    0.325,    1.220,    1.220, 15.464,106.474,   0.021,   0.012,   0.010, 5,"""        """
1979-02-26T01:44:35.899,16166:29:001,1,   -0.348,    1.115,    0.322,    1.212,    1.212, 15.420,107.317,   0.008,   0.010,   0.025, 5,"""        """
1979-02-26T01:45:23.899,16166:30:001,1,   -0.346,    1.110,    0.381,    1.224,    1.224, 18.163,107.318,   0.006,   0.013,   0.032, 5,"""        """
1979-02-26T01:46:11.899,16166:31:001,1,   -0.304,    1.116,    0.408,    1.226,    1.227, 19.448,105.244,   0.018,   0.008,   0.033, 5,"""        """
1979-02-26T01:46:59.899,16166:32:001,1,   -0.322,    1.090,    0.366,    1.194,    1.195, 17.850,106.437,   0.020,   0.004,   0.018, 5,"""        """
1979-02-26T01:47:47.899,16166:33:001,1,   -0.354,    1.069,    0.337,    1.175,    1.175, 16.668,108.308,   0.014,   0.007,   0.022, 5,"""        """
1979-02-26T01:48:35.899,16166:34:001,1,   -0.308,    1.071,    0.315,    1.158,    1.160, 15.776,106.043,   0.015,   0.007,   0.055, 5,"""        """
1979-02-26T01:49:23.899,16166:35:001,1,   -0.267,    1.053,    0.329,    1.135,    1.135, 16.836,104.221,   0.011,   0.009,   0.014, 5,"""        """
1979-02-26T01:50:11.899,16166:36:001,1,   -0.273,    1.089,    0.373,    1.183,    1.184, 18.379,104.046,   0.032,   0.008,   0.017, 5,"""        """
1979-02-26T01:50:59.899,16166:37:001,1,   -0.216,    1.102,    0.438,    1.205,    1.207, 21.288,101.090,   0.032,   0.019,   0.068, 5,"""        """
1979-02-26T01:51:47.899,16166:38:001,1,   -0.184,    1.141,    0.492,    1.256,    1.257, 23.058, 99.148,   0.023,   0.007,   0.040, 5,"""        """
1979-02-26T01:52:35.899,16166:39:001,1,   -0.143,    1.145,    0.502,    1.259,    1.260, 23.493, 97.100,   0.045,   0.007,   0.030, 5,"""        """
1979-02-26T01:53:23.899,16166:40:001,1,   -0.079,    1.146,    0.578,    1.286,    1.287, 26.696, 93.922,   0.025,   0.006,   0.023, 5,"""        """
1979-02-26T01:54:11.899,16166:41:001,1,   -0.001,    1.115,    0.635,    1.283,    1.283, 29.665, 90.036,   0.026,   0.020,   0.018, 5,"""        """
1979-02-26T01:54:59.899,16166:42:001,1,    0.136,    1.049,    0.734,    1.287,    1.292, 34.757, 82.625,   0.084,   0.044,   0.069, 5,"""        """
1979-02-26T01:55:47.899,16166:43:001,1,    0.219,    1.016,    0.789,    1.305,    1.306, 37.200, 77.847,   0.036,   0.026,   0.042, 5,"""        """
1979-02-26T01:56:35.899,16166:44:001,1,    0.210,    1.020,    0.756,    1.287,    1.287, 35.998, 78.363,   0.022,   0.009,   0.007, 5,"""        """
1979-02-26T01:57:23.899,16166:45:001,1,    0.166,    1.029,    0.750,    1.284,    1.286, 35.740, 80.824,   0.076,   0.024,   0.031, 5,"""        """
1979-02-26T01:58:11.899,16166:46:001,1,    0.072,    1.057,    0.715,    1.278,    1.278, 34.019, 86.108,   0.010,   0.007,   0.013, 5,"""        """
1979-02-26T01:58:59.899,16166:47:001,1,    0.049,    1.051,    0.700,    1.264,    1.264, 33.631, 87.336,   0.027,   0.013,   0.030, 5,"""        """
1979-02-26T01:59:47.899,16166:48:001,1,   -0.009,    1.056,    0.641,    1.235,    1.236, 31.241, 90.479,   0.011,   0.008,   0.019, 5,"""        """
1979-02-26T02:00:35.899,16166:49:001,1,    0.007,    1.060,    0.660,    1.249,    1.250, 31.895, 89.604,   0.045,   0.016,   0.019, 5,"""        """
1979-02-26T02:01:23.899,16166:50:001,1,   -0.020,    1.063,    0.638,    1.240,    1.241, 30.964, 91.104,   0.035,   0.006,   0.010, 5,"""        """
1979-02-26T02:02:11.899,16166:51:001,1,    0.021,    1.059,    0.661,    1.249,    1.249, 31.949, 88.862,   0.012,   0.004,   0.006, 5,"""        """
1979-02-26T02:02:59.899,16166:52:001,1,    0.013,    1.062,    0.631,    1.235,    1.235, 30.731, 89.318,   0.007,   0.005,   0.011, 5,"""        """
1979-02-26T02:03:47.899,16166:53:001,1,   -0.007,    1.068,    0.613,    1.232,    1.232, 29.856, 90.395,   0.009,   0.011,   0.012, 5,"""        """
1979-02-26T02:04:35.899,16166:54:001,1,    0.003,    1.071,    0.600,    1.227,    1.228, 29.248, 89.863,   0.017,   0.009,   0.012, 5,"""        """
1979-02-26T02:05:23.899,16166:55:001,1,    0.019,    1.063,    0.637,    1.240,    1.240, 30.917, 88.981,   0.014,   0.008,   0.007, 5,"""        """
1979-02-26T02:06:11.899,16166:56:001,1,   -0.020,    1.071,    0.623,    1.239,    1.239, 30.161, 91.052,   0.008,   0.011,   0.010, 5,"""        """
1979-02-26T02:06:59.899,16166:57:001,1,   -0.012,    1.078,    0.649,    1.258,    1.259, 31.047, 90.651,   0.019,   0.011,   0.044, 5,"""        """
1979-02-26T02:07:47.899,16166:58:001,1,   -0.000,    1.086,    0.654,    1.267,    1.268, 31.039, 90.003,   0.011,   0.012,   0.032, 5,"""        """
1979-02-26T02:08:35.899,16166:59:001,1,   -0.011,    1.116,    0.613,    1.273,    1.274, 28.760, 90.586,   0.005,   0.005,   0.004, 5,"""        """
1979-02-26T02:09:23.899,16167:00:001,1,   -0.007,    1.118,    0.614,    1.276,    1.276, 28.775, 90.377,   0.008,   0.009,   0.009, 5,"""        """
1979-02-26T02:10:11.899,16167:01:001,1,    0.006,    1.095,    0.648,    1.273,    1.273, 30.635, 89.687,   0.011,   0.009,   0.023, 5,"""        """
1979-02-26T02:10:59.899,16167:02:001,1,   -0.045,    1.095,    0.638,    1.268,    1.268, 30.199, 92.337,   0.010,   0.008,   0.006, 5,"""        """
1979-02-26T02:11:47.899,16167:03:001,1,   -0.097,    1.094,    0.581,    1.243,    1.243, 27.885, 95.056,   0.014,   0.008,   0.024, 5,"""        """
1979-02-26T02:12:35.899,16167:04:001,1,   -0.083,    1.098,    0.558,    1.235,    1.235, 26.882, 94.338,   0.017,   0.003,   0.018, 5,"""        """
1979-02-26T02:13:23.899,16167:05:001,1,   -0.074,    1.103,    0.568,    1.243,    1.243, 27.213, 93.859,   0.008,   0.008,   0.005, 5,"""        """
1979-02-26T02:14:11.899,16167:06:001,1,   -0.102,    1.094,    0.562,    1.234,    1.234, 27.084, 95.311,   0.012,   0.015,   0.017, 5,"""        """
1979-02-26T02:14:59.899,16167:07:001,1,   -0.083,    1.083,    0.530,    1.209,    1.209, 26.009, 94.375,   0.018,   0.010,   0.034, 5,"""        """
