Time,Spacecraft Clock,MAG ID,Br,Bt,Bn,Bmag,Average Bmag,Delta,Lambda,RMS Br,RMS Bt,RMS Bn,NPTS,DFLAG
1979-03-06T22:17:32.159,16432:10:001,1,   20.294,   11.857,   -4.225,   23.881,   23.884,-10.191, 30.295,   0.283,   0.162,   0.174, 5,"""        """
1979-03-06T22:18:20.159,16432:11:001,1,   20.817,   11.054,   -3.876,   23.887,   23.888, -9.338, 27.968,   0.281,   0.095,   0.103, 5,"""        """
1979-03-06T22:19:08.159,16432:12:001,1,   20.084,   10.162,   -3.944,   22.851,   22.853, -9.938, 26.839,   0.208,   0.287,   0.114, 5,"""        """
1979-03-06T22:19:56.159,16432:13:001,1,   19.462,    9.936,   -3.968,   22.208,   22.212,-10.292, 27.045,   0.195,   0.186,   0.214, 5,"""        """
1979-03-06T22:20:44.159,16432:14:001,1,   19.445,    9.860,   -3.532,   22.087,   22.089, -9.202, 26.888,   0.102,   0.213,   0.141, 5,"""        """
1979-03-06T22:21:32.159,16432:15:001,1,   19.551,    9.560,   -3.952,   22.119,   22.120,-10.293, 26.057,   0.050,   0.223,   0.054, 5,"""        """
1979-03-06T22:22:20.159,16432:16:001,1,   19.069,    9.920,   -4.271,   21.915,   21.917,-11.237, 27.484,   0.143,   0.095,   0.149, 5,"""        """
1979-03-06T22:23:08.159,16432:17:001,1,   19.156,    9.807,   -4.546,   21.995,   21.996,-11.927, 27.111,   0.144,   0.135,   0.085, 5,"""        """
1979-03-06T22:23:56.159,16432:18:001,1,   19.626,   10.443,   -4.448,   22.672,   22.674,-11.314, 28.018,   0.261,   0.258,   0.114, 5,"""        """
1979-03-06T22:24:44.159,16432:19:001,1,   19.952,    9.582,   -4.118,   22.514,   22.515,-10.540, 25.652,   0.069,   0.101,   0.244, 5,"""        """
1979-03-06T22:25:32.160,16432:20:001,1,   19.546,    9.264,   -4.168,   22.029,   22.030,-10.907, 25.358,   0.090,   0.095,   0.139, 5,"""        """
1979-03-06T22:26:20.160,16432:21:001,1,   19.279,    9.594,   -4.441,   21.987,   21.989,-11.654, 26.457,   0.048,   0.200,   0.110, 5,"""        """
1979-03-06T22:27:08.160,16432:22:001,1,   19.993,   10.484,   -4.693,   23.058,   23.073,-11.745, 27.671,   0.304,   0.790,   0.185, 5,"""        """
1979-03-06T22:27:56.160,16432:23:001,1,   19.765,   12.107,   -4.351,   23.583,   23.585,-10.632, 31.488,   0.158,   0.061,   0.158, 5,"""        """
1979-03-06T22:28:44.160,16432:24:001,1,   19.498,   12.293,   -4.551,   23.495,   23.496,-11.168, 32.230,   0.065,   0.031,   0.062, 5,"""        """
1979-03-06T22:29:32.160,16432:25:001,1,   19.141,   11.432,   -4.910,   22.829,   22.839,-12.421, 30.848,   0.124,   0.650,   0.153, 5,"""        """
1979-03-06T22:30:20.160,16432:26:001,1,   18.661,   10.711,   -4.556,   21.994,   21.996,-11.957, 29.853,   0.202,   0.247,   0.260, 5,"""        """
1979-03-06T22:31:08.160,16432:27:001,1,   18.250,    9.577,   -4.495,   21.095,   21.100,-12.303, 27.689,   0.077,   0.403,   0.241, 5,"""        """
1979-03-06T22:31:56.160,16432:28:001,1,   17.774,    8.793,   -4.811,   20.405,   20.407,-13.636, 26.323,   0.165,   0.071,   0.155, 5,"""        """
1979-03-06T22:32:44.160,16432:29:001,1,   18.007,    9.094,   -4.597,   20.690,   20.691,-12.837, 26.796,   0.134,   0.192,   0.099, 5,"""        """
1979-03-06T22:33:32.160,16432:30:001,1,   18.297,    9.102,   -4.339,   20.892,   20.892,-11.988, 26.447,   0.107,   0.064,   0.093, 5,"""        """
1979-03-06T22:34:20.161,16432:31:001,1,   17.490,    9.125,   -4.282,   20.186,   20.187,-12.247, 27.552,   0.239,   0.169,   0.116, 5,"""        """
1979-03-06T22:35:08.161,16432:32:001,1,   16.684,    9.144,   -4.441,   19.537,   19.540,-13.140, 28.725,   0.292,   0.157,   0.175, 5,"""        """
1979-03-06T22:35:56.161,16432:33:001,1,   16.127,    9.058,   -4.472,   19.029,   19.030,-13.592, 29.321,   0.255,   0.034,   0.062, 5,"""        """
1979-03-06T22:36:44.161,16432:34:001,1,   15.037,    9.053,   -4.803,   18.198,   18.199,-15.305, 31.049,   0.438,   0.124,   0.069, 5,"""        """
1979-03-06T22:37:32.161,16432:35:001,1,   13.985,    8.716,   -4.486,   17.078,   17.079,-15.227, 31.932,   0.295,   0.206,   0.182, 5,"""        """
1979-03-06T22:38:20.161,16432:36:001,1,   13.112,    8.155,   -3.887,   15.923,   15.926,-14.130, 31.882,   0.077,   0.133,   0.280, 5,"""        """
1979-03-06T22:39:08.161,16432:37:001,1,   13.574,    7.662,   -2.461,   15.780,   15.798, -8.971, 29.441,   0.465,   0.097,   0.592, 5,"""        """
1979-03-06T22:39:56.161,16432:38:001,1,   15.522,    7.554,   -2.115,   17.392,   17.435, -6.985, 25.951,   0.794,   0.218,   1.145, 5,"""        """
1979-03-06T22:40:44.161,16432:39:001,1,   14.619,    5.596,   -2.482,   15.849,   15.874, -9.009, 20.946,   0.710,   1.084,   0.405, 5,"""        """
1979-03-06T22:41:32.161,16432:40:001,1,   11.283,    3.629,   -2.813,   12.181,   12.196,-13.353, 17.831,   1.133,   0.280,   0.402, 5,"""        """
1979-03-06T22:42:20.162,16432:41:001,1,    9.049,    2.179,   -3.814,   10.059,   10.449,-22.284, 13.536,   0.892,   1.131,   2.359, 5,"""        """
1979-03-06T22:43:08.162,16432:42:001,1,    7.000,   -0.603,   -2.929,    7.612,    7.882,-22.634,355.076,   0.454,   1.523,   1.271, 5,"""        """
1979-03-06T22:43:56.162,16432:43:001,1,    3.175,   -2.308,   -5.685,    6.908,    7.189,-55.378,323.990,   1.527,   0.708,   0.980, 5,"""        """
1979-03-06T22:44:44.162,16432:44:001,1,    7.608,    2.454,   -2.327,    8.326,    8.564,-16.227, 17.877,   0.925,   1.283,   1.349, 5,"""        """
1979-03-06T22:45:32.162,16432:45:001,1,   11.860,    3.154,   -3.212,   12.685,   12.778,-14.666, 14.891,   0.534,   0.467,   1.441, 5,"""     R  """
1979-03-06T22:46:20.162,16432:46:001,1,   13.939,    2.552,   -3.654,   14.635,   14.723,-14.458, 10.376,   0.478,   0.698,   1.316, 5,"""        """
1979-03-06T22:47:08.162,16432:47:001,1,   13.563,    3.645,   -3.015,   14.364,   14.401,-12.115, 15.043,   0.336,   0.653,   0.580, 5,"""        """
1979-03-06T22:47:56.162,16432:48:001,1,   14.310,    4.090,   -1.993,   15.016,   15.027, -7.626, 15.949,   0.081,   0.462,   0.127, 5,"""        """
1979-03-06T22:48:44.162,16432:49:001,1,   12.864,    3.766,   -1.774,   13.521,   13.553, -7.539, 16.316,   0.651,   0.583,   0.426, 5,"""        """
1979-03-06T22:49:32.162,16432:50:001,1,   12.399,    4.952,   -2.072,   13.511,   13.515, -8.820, 21.771,   0.367,   0.157,   0.156, 5,"""        """
1979-03-06T22:50:20.163,16432:51:001,1,   13.199,    5.219,   -2.188,   14.361,   14.364, -8.765, 21.572,   0.129,   0.246,   0.057, 5,"""        """
1979-03-06T22:51:08.163,16432:52:001,1,   13.018,    5.236,   -3.019,   14.353,   14.357,-12.141, 21.909,   0.114,   0.197,   0.223, 5,"""        """
1979-03-06T22:51:56.163,16432:53:001,1,   13.495,    4.625,   -2.736,   14.526,   14.528,-10.858, 18.916,   0.160,   0.127,   0.157, 5,"""        """
1979-03-06T22:52:44.163,16432:54:001,1,   13.105,    4.005,   -2.765,   13.979,   13.995,-11.409, 16.992,   0.274,   0.134,   0.559, 5,"""        """
1979-03-06T22:53:32.163,16432:55:001,1,   11.971,    3.758,   -4.366,   13.284,   13.357,-19.186, 17.427,   0.628,   0.131,   1.123, 5,"""        """
1979-03-06T22:54:20.163,16432:56:001,1,   11.195,    3.307,   -4.223,   12.413,   12.459,-19.889, 16.457,   0.424,   0.602,   0.718, 5,"""        """
1979-03-06T22:55:08.163,16432:57:001,1,   10.830,    4.394,   -4.197,   12.419,   12.450,-19.753, 22.082,   0.102,   0.794,   0.309, 5,"""        """
1979-03-06T22:55:56.163,16432:58:001,1,   10.362,    5.903,   -3.687,   12.483,   12.492,-17.179, 29.667,   0.193,   0.361,   0.212, 5,"""        """
1979-03-06T22:56:44.163,16432:59:001,1,   10.885,    6.493,   -3.526,   13.156,   13.164,-15.547, 30.816,   0.247,   0.297,   0.218, 5,"""        """
1979-03-06T22:57:32.163,16433:00:001,1,   10.530,    5.760,   -3.228,   12.428,   12.446,-15.052, 28.679,   0.182,   0.661,   0.152, 5,"""        """
1979-03-06T22:58:20.163,16433:01:001,1,   10.582,    5.398,   -3.216,   12.307,   12.308,-15.147, 27.026,   0.043,   0.110,   0.097, 5,"""        """
1979-03-06T22:59:08.164,16433:02:001,1,   10.362,    5.263,   -3.226,   12.062,   12.064,-15.512, 26.928,   0.190,   0.209,   0.133, 5,"""        """
1979-03-06T22:59:56.164,16433:03:001,1,   11.440,    4.700,   -3.015,   12.730,   12.763,-13.700, 22.332,   0.687,   0.300,   0.513, 5,"""        """
1979-03-06T23:00:44.164,16433:04:001,1,   11.729,    4.409,   -2.282,   12.736,   12.743,-10.322, 20.602,   0.200,   0.181,   0.398, 5,"""        """
1979-03-06T23:01:32.164,16433:05:001,1,   11.848,    3.399,   -2.943,   12.673,   12.717,-13.430, 16.008,   0.502,   0.367,   0.773, 5,"""        """
1979-03-06T23:02:20.164,16433:06:001,1,   11.653,    4.026,   -4.431,   13.100,   13.153,-19.767, 19.059,   0.593,   0.690,   0.675, 5,"""        """
1979-03-06T23:03:08.164,16433:07:001,1,    9.699,    4.025,   -2.781,   10.863,   10.887,-14.832, 22.538,   0.316,   0.393,   0.732, 5,"""        """
1979-03-06T23:03:56.164,16433:08:001,1,    9.940,    2.995,   -1.678,   10.516,   10.541, -9.182, 16.767,   0.188,   0.417,   0.528, 5,"""        """
1979-03-06T23:04:44.164,16433:09:001,1,   10.565,    2.137,   -2.161,   10.993,   11.004,-11.336, 11.433,   0.218,   0.352,   0.255, 5,"""        """
1979-03-06T23:05:32.164,16433:10:001,1,   11.331,    1.633,   -0.720,   11.471,   11.670, -3.600,  8.202,   0.638,   0.159,   2.076, 5,"""        """
1979-03-06T23:06:20.164,16433:11:001,1,    5.924,   -3.476,   -5.293,    8.671,    9.548,-37.619,329.595,   1.604,   2.323,   2.652, 4,"""        """
1979-03-06T23:07:08.165,16433:12:001,1,    1.374,   -6.112,   -5.133,    8.099,    8.132,-39.329,282.667,   0.442,   0.319,   0.435, 5,"""        """
1979-03-06T23:07:56.165,16433:13:001,1,    0.448,   -6.869,   -5.395,    8.746,    8.763,-38.088,273.735,   0.499,   0.122,   0.084, 5,"""        """
1979-03-06T23:08:44.165,16433:14:001,1,    1.604,   -7.373,   -4.906,    8.999,    9.036,-33.031,282.271,   0.470,   0.470,   0.476, 5,"""        """
1979-03-06T23:09:32.165,16433:15:001,1,    0.520,   -8.122,   -3.176,    8.736,    8.777,-21.316,273.662,   0.567,   0.282,   0.691, 5,"""        """
1979-03-06T23:10:20.165,16433:16:001,1,   -1.189,   -7.635,   -4.107,    8.750,    8.775,-27.992,261.149,   0.219,   0.209,   0.602, 5,"""        """
1979-03-06T23:11:08.165,16433:17:001,1,   -0.781,   -8.040,   -4.753,    9.372,    9.422,-30.472,264.448,   0.895,   0.109,   0.170, 5,"""        """
1979-03-06T23:11:56.165,16433:18:001,1,   -1.115,   -7.269,   -2.159,    7.664,    7.764,-16.359,261.282,   0.718,   1.317,   0.900, 5,"""        """
1979-03-06T23:12:44.165,16433:19:001,1,   -2.868,   -2.943,   -1.986,    4.564,    4.769,-25.795,225.746,   0.316,   0.879,   0.900, 5,"""        """
1979-03-06T23:13:32.165,16433:20:001,1,   -3.940,   -5.657,   -4.556,    8.263,    8.369,-33.457,235.141,   0.473,   1.770,   1.269, 5,"""        """
1979-03-06T23:14:20.165,16433:21:001,1,   -4.778,   -5.831,   -2.581,    7.969,    8.041,-18.895,230.668,   0.511,   0.235,   0.889, 5,"""        """
1979-03-06T23:15:08.165,16433:22:001,1,   -6.803,   -7.247,   -2.968,   10.373,   10.410,-16.627,226.810,   0.336,   1.263,   0.613, 5,"""        """
1979-03-06T23:15:56.166,16433:23:001,1,   -6.413,   -9.526,   -2.955,   11.857,   11.906,-14.429,236.052,   0.862,   0.504,   0.243, 5,"""        """
1979-03-06T23:16:44.166,16433:24:001,1,   -6.985,   -9.472,   -2.924,   12.127,   12.168,-13.953,233.594,   0.844,   0.436,   0.191, 5,"""        """
1979-03-06T23:17:32.166,16433:25:001,1,   -6.531,   -9.145,   -3.073,   11.650,   11.656,-15.293,234.468,   0.112,   0.319,   0.319, 5,"""        """
1979-03-06T23:18:20.166,16433:26:001,1,   -6.014,   -8.704,   -2.433,   10.856,   10.865,-12.953,235.355,   0.208,   0.405,   0.153, 5,"""        """
1979-03-06T23:19:08.166,16433:27:001,1,   -6.106,   -9.501,   -2.586,   11.586,   11.589,-12.895,237.271,   0.199,   0.213,   0.143, 5,"""        """
1979-03-06T23:19:56.166,16433:28:001,1,   -6.958,   -9.240,   -2.163,   11.767,   11.772,-10.591,233.017,   0.146,   0.153,   0.199, 5,"""        """
1979-03-06T23:20:44.166,16433:29:001,1,   -7.473,   -9.352,   -2.499,   12.229,   12.233,-11.792,231.373,   0.179,   0.118,   0.217, 5,"""        """
1979-03-06T23:21:32.166,16433:30:001,1,   -7.409,   -9.608,   -2.628,   12.414,   12.423,-12.223,232.362,   0.392,   0.172,   0.172, 5,"""        """
1979-03-06T23:22:20.166,16433:31:001,1,   -8.114,   -9.324,   -2.173,   12.550,   12.557, -9.972,228.967,   0.362,   0.170,   0.153, 5,"""        """
1979-03-06T23:23:08.166,16433:32:001,1,   -8.450,   -9.723,   -2.431,   13.109,   13.111,-10.688,229.009,   0.056,   0.056,   0.152, 5,"""        """
1979-03-06T23:23:56.167,16433:33:001,1,   -8.605,   -9.692,   -2.154,   13.138,   13.141, -9.437,228.400,   0.288,   0.033,   0.119, 5,"""        """
1979-03-06T23:24:44.167,16433:34:001,1,   -9.250,   -9.593,   -2.596,   13.577,   13.579,-11.025,226.041,   0.120,   0.172,   0.112, 5,"""        """
1979-03-06T23:25:32.167,16433:35:001,1,   -9.505,   -8.559,   -2.731,   13.079,   13.122,-12.054,222.002,   0.654,   0.657,   0.492, 5,"""        """
1979-03-06T23:26:20.167,16433:36:001,1,   -9.062,   -8.810,   -3.022,   12.995,   12.999,-13.446,224.195,   0.104,   0.210,   0.143, 5,"""        """
1979-03-06T23:27:08.167,16433:37:001,1,   -9.471,   -8.915,   -2.911,   13.329,   13.330,-12.614,223.270,   0.160,   0.052,   0.170, 5,"""        """
1979-03-06T23:27:56.167,16433:38:001,1,   -9.482,   -8.486,   -2.870,   13.044,   13.051,-12.709,221.825,   0.143,   0.276,   0.284, 5,"""        """
1979-03-06T23:28:44.167,16433:39:001,1,   -8.379,   -9.716,   -3.226,   13.229,   13.269,-14.116,229.227,   0.471,   0.821,   0.390, 5,"""        """
1979-03-06T23:29:32.167,16433:40:001,1,   -9.819,  -10.297,   -4.417,   14.898,   15.042,-17.247,226.362,   1.544,   0.856,   1.285, 5,"""        """
1979-03-06T23:30:20.167,16433:41:001,1,  -11.758,  -10.141,   -5.418,   16.445,   16.454,-19.236,220.779,   0.136,   0.363,   0.119, 5,"""        """
1979-03-06T23:31:08.167,16433:42:001,1,  -11.020,  -10.980,   -4.909,   16.312,   16.317,-17.515,224.897,   0.323,   0.197,   0.075, 5,"""        """
1979-03-06T23:31:56.168,16433:43:001,1,  -10.917,   -9.388,   -4.364,   15.045,   15.057,-16.860,220.692,   0.162,   0.672,   0.363, 5,"""        """
1979-03-06T23:32:44.168,16433:44:001,1,  -10.156,   -7.984,   -3.748,   13.451,   13.454,-16.178,218.172,   0.344,   0.275,   0.055, 5,"""        """
1979-03-06T23:33:32.168,16433:45:001,1,   -8.401,   -8.402,   -3.880,   12.499,   12.514,-18.084,225.003,   0.368,   0.297,   0.191, 5,"""        """
1979-03-06T23:34:20.168,16433:46:001,1,   -9.790,   -8.529,   -3.767,   13.520,   13.524,-16.178,221.063,   0.371,   0.221,   0.249, 5,"""        """
1979-03-06T23:35:08.168,16433:47:001,1,  -10.318,  -10.072,   -3.060,   14.740,   14.750,-11.982,224.306,   0.090,   0.453,   0.242, 5,"""        """
1979-03-06T23:35:56.168,16433:48:001,1,  -11.775,  -11.790,   -2.415,   16.837,   16.843, -8.245,225.036,   0.447,   0.281,   0.351, 5,"""        """
1979-03-06T23:36:44.168,16433:49:001,1,  -13.061,  -12.231,   -2.899,   18.127,   18.134, -9.201,223.120,   0.380,   0.237,   0.203, 5,"""        """
1979-03-06T23:37:32.168,16433:50:001,1,  -13.798,  -12.407,   -3.210,   18.831,   18.868, -9.815,221.961,   0.490,   0.935,   0.414, 5,"""        """
1979-03-06T23:38:20.168,16433:51:001,1,  -12.136,  -14.188,   -2.520,   18.840,   18.860, -7.688,229.455,   0.373,   0.596,   0.395, 5,"""        """
1979-03-06T23:39:08.168,16433:52:001,1,  -13.657,  -12.290,   -3.054,   18.625,   18.629, -9.436,221.985,   0.223,   0.299,   0.122, 5,"""        """
1979-03-06T23:39:56.168,16433:53:001,1,  -13.612,  -12.000,   -3.148,   18.417,   18.419, -9.841,221.398,   0.109,   0.137,   0.145, 5,"""        """
1979-03-06T23:40:44.169,16433:54:001,1,  -13.618,  -11.540,   -3.471,   18.184,   18.192,-11.005,220.278,   0.390,   0.208,   0.270, 5,"""        """
1979-03-06T23:41:32.169,16433:55:001,1,  -12.890,  -11.847,   -3.678,   17.889,   17.899,-11.865,222.586,   0.231,   0.429,   0.289, 5,"""        """
1979-03-06T23:42:20.169,16433:56:001,1,  -13.819,  -11.495,   -2.843,   18.198,   18.239, -8.989,219.756,   0.816,   0.512,   0.605, 5,"""        """
1979-03-06T23:43:08.169,16433:57:001,1,  -11.964,  -10.561,   -3.987,   16.449,   16.455,-14.029,221.438,   0.283,   0.424,   0.298, 5,"""        """
1979-03-06T23:43:56.169,16433:58:001,1,  -11.949,   -9.993,   -4.823,   16.307,   16.317,-17.204,219.905,   0.050,   0.276,   0.366, 5,"""        """
1979-03-06T23:44:44.169,16433:59:001,1,  -10.759,   -9.140,   -5.302,   15.080,   15.091,-20.583,220.350,   0.523,   0.147,   0.383, 5,"""        """
1979-03-06T23:45:32.169,16434:00:001,1,  -11.061,  -10.732,   -4.733,   16.123,   16.165,-17.072,224.135,   0.529,   0.761,   0.441, 5,"""        """
1979-03-06T23:46:20.169,16434:01:001,1,  -13.052,  -12.408,   -3.277,   18.304,   18.330,-10.314,223.550,   0.248,   0.354,   0.878, 5,"""        """
1979-03-06T23:47:08.169,16434:02:001,1,  -15.229,  -14.035,   -4.467,   21.186,   21.191,-12.172,222.665,   0.614,   0.519,   0.429, 5,"""        """
1979-03-06T23:47:56.169,16434:03:001,1,  -15.750,  -14.584,   -4.826,   22.001,   22.002,-12.670,222.798,   0.062,   0.071,   0.070, 5,"""        """
1979-03-06T23:48:44.170,16434:04:001,1,  -15.902,  -14.598,   -4.617,   22.075,   22.075,-12.073,222.550,   0.025,   0.077,   0.075, 5,"""        """
1979-03-06T23:49:32.170,16434:05:001,1,  -15.793,  -14.718,   -4.511,   22.054,   22.055,-11.804,222.982,   0.031,   0.081,   0.096, 5,"""        """
1979-03-06T23:50:20.170,16434:06:001,1,  -15.492,  -14.749,   -4.249,   21.807,   21.807,-11.234,223.593,   0.130,   0.141,   0.042, 5,"""        """
1979-03-06T23:51:08.170,16434:07:001,1,  -14.450,  -14.081,   -4.154,   20.599,   20.600,-11.634,224.260,   0.238,   0.089,   0.073, 5,"""        """
1979-03-06T23:51:56.170,16434:08:001,1,  -14.298,  -13.909,   -4.099,   20.364,   20.365,-11.613,224.211,   0.071,   0.095,   0.089, 5,"""        """
1979-03-06T23:52:44.170,16434:09:001,1,  -14.665,  -14.499,   -4.020,   21.011,   21.012,-11.032,224.675,   0.165,   0.327,   0.088, 5,"""        """
1979-03-06T23:53:32.170,16434:10:001,1,  -15.125,  -15.204,   -4.058,   21.827,   21.828,-10.715,225.149,   0.076,   0.152,   0.132, 5,"""        """
1979-03-06T23:54:20.170,16434:11:001,1,  -15.566,  -15.268,   -3.951,   22.159,   22.160,-10.271,224.447,   0.156,   0.137,   0.099, 5,"""        """
1979-03-06T23:55:08.170,16434:12:001,1,  -15.131,  -14.963,   -4.304,   21.711,   21.711,-11.434,224.681,   0.114,   0.169,   0.032, 5,"""        """
1979-03-06T23:55:56.170,16434:13:001,1,  -15.383,  -15.306,   -4.131,   22.090,   22.094,-10.779,224.857,   0.052,   0.367,   0.188, 5,"""        """
1979-03-06T23:56:44.170,16434:14:001,1,  -15.004,  -14.758,   -4.334,   21.487,   21.508,-11.637,224.527,   0.584,   1.010,   0.391, 5,"""        """
1979-03-06T23:57:32.171,16434:15:001,1,  -14.094,  -13.524,   -3.820,   19.903,   19.951,-11.065,223.818,   0.763,   1.003,   0.345, 5,"""        """
1979-03-06T23:58:20.171,16434:16:001,1,  -13.555,  -15.169,   -3.394,   20.624,   20.625, -9.472,228.215,   0.046,   0.187,   0.143, 5,"""        """
1979-03-06T23:59:08.171,16434:17:001,1,  -14.040,  -14.062,   -3.493,   20.176,   20.183, -9.969,225.044,   0.184,   0.302,   0.196, 5,"""        """
1979-03-06T23:59:56.171,16434:18:001,1,  -13.624,  -14.982,   -2.749,   20.436,   20.438, -7.731,227.718,   0.157,   0.167,   0.091, 5,"""        """
1979-03-07T00:00:44.171,16434:19:001,1,  -14.094,  -14.941,   -2.868,   20.739,   20.741, -7.950,226.671,   0.313,   0.150,   0.062, 5,"""        """
1979-03-07T00:01:32.171,16434:20:001,1,  -14.721,  -14.632,   -2.937,   20.963,   20.966, -8.053,224.827,   0.223,   0.259,   0.069, 5,"""        """
1979-03-07T00:02:20.171,16434:21:001,1,  -14.587,  -14.240,   -2.925,   20.594,   20.598, -8.165,224.310,   0.388,   0.117,   0.206, 5,"""        """
1979-03-07T00:03:08.171,16434:22:001,1,  -13.958,  -12.878,   -2.788,   19.195,   19.201, -8.352,222.696,   0.313,   0.470,   0.413, 5,"""        """
1979-03-07T00:03:56.171,16434:23:001,1,  -12.824,  -12.651,   -2.841,   18.237,   18.246, -8.962,224.612,   0.462,   0.244,   0.307, 5,"""        """
1979-03-07T00:04:44.171,16434:24:001,1,  -14.020,  -13.363,   -2.522,   19.532,   19.550, -7.420,223.624,   0.638,   1.004,   0.532, 5,"""        """
1979-03-07T00:05:32.172,16434:25:001,1,  -14.686,  -14.413,   -2.674,   20.750,   20.821, -7.405,224.462,   0.912,   1.097,   0.940, 5,"""        """
1979-03-07T00:06:20.172,16434:26:001,1,  -15.093,  -13.604,   -3.549,   20.627,   20.627, -9.908,222.030,   0.042,   0.111,   0.163, 5,"""        """
1979-03-07T00:07:08.172,16434:27:001,1,  -14.569,  -14.294,   -3.566,   20.719,   20.723, -9.911,224.454,   0.360,   0.102,   0.269, 5,"""        """
1979-03-07T00:07:56.172,16434:28:001,1,  -15.419,  -13.638,   -3.362,   20.858,   20.873, -9.277,221.491,   0.503,   0.454,   0.433, 5,"""        """
1979-03-07T00:08:44.172,16434:29:001,1,  -15.518,  -13.278,   -3.201,   20.673,   20.677, -8.907,220.553,   0.141,   0.376,   0.129, 5,"""        """
1979-03-07T00:09:32.172,16434:30:001,1,  -15.007,  -13.235,   -3.514,   20.316,   20.318, -9.959,221.410,   0.278,   0.132,   0.106, 5,"""        """
1979-03-07T00:10:20.172,16434:31:001,1,  -15.063,  -13.191,   -3.405,   20.310,   20.310, -9.651,221.211,   0.105,   0.121,   0.086, 5,"""        """
1979-03-07T00:11:08.172,16434:32:001,1,  -14.844,  -13.693,   -3.148,   20.439,   20.439, -8.860,222.690,   0.045,   0.073,   0.033, 5,"""        """
1979-03-07T00:11:56.172,16434:33:001,1,  -14.818,  -13.798,   -3.047,   20.475,   20.476, -8.558,222.959,   0.097,   0.080,   0.058, 5,"""        """
1979-03-07T00:12:44.172,16434:34:001,1,  -14.453,  -13.588,   -2.988,   20.061,   20.062, -8.566,223.232,   0.082,   0.163,   0.082, 5,"""        """
1979-03-07T00:13:32.172,16434:35:001,1,  -14.945,  -13.573,   -2.950,   20.403,   20.403, -8.314,222.245,   0.096,   0.109,   0.040, 5,"""        """
1979-03-07T00:14:20.173,16434:36:001,1,  -15.230,  -13.456,   -2.954,   20.537,   20.538, -8.271,221.460,   0.190,   0.162,   0.051, 5,"""        """
1979-03-07T00:15:08.173,16434:37:001,1,  -15.375,  -13.646,   -2.910,   20.762,   20.763, -8.058,221.591,   0.083,   0.100,   0.043, 5,"""        """
1979-03-07T00:15:56.173,16434:38:001,1,  -15.373,  -13.811,   -2.987,   20.881,   20.881, -8.224,221.937,   0.034,   0.071,   0.112, 5,"""        """
1979-03-07T00:16:44.173,16434:39:001,1,  -15.211,  -13.657,   -3.199,   20.691,   20.692, -8.894,221.920,   0.073,   0.198,   0.104, 5,"""        """
1979-03-07T00:17:32.173,16434:40:001,1,  -14.980,  -13.491,   -3.046,   20.388,   20.390, -8.593,222.006,   0.192,   0.161,   0.250, 5,"""        """
1979-03-07T00:18:20.173,16434:41:001,1,  -15.509,  -13.564,   -3.058,   20.829,   20.832, -8.442,221.172,   0.135,   0.361,   0.117, 5,"""        """
1979-03-07T00:19:08.173,16434:42:001,1,  -15.092,  -13.378,   -2.945,   20.381,   20.382, -8.307,221.555,   0.269,   0.116,   0.089, 5,"""        """
1979-03-07T00:19:56.173,16434:43:001,1,  -15.044,  -13.586,   -2.929,   20.481,   20.482, -8.222,222.084,   0.078,   0.108,   0.104, 5,"""        """
1979-03-07T00:20:44.173,16434:44:001,1,  -15.335,  -13.965,   -2.744,   20.921,   20.921, -7.536,222.323,   0.179,   0.097,   0.050, 5,"""        """
1979-03-07T00:21:32.173,16434:45:001,1,  -16.015,  -14.452,   -2.750,   21.747,   21.747, -7.265,222.064,   0.157,   0.206,   0.047, 5,"""        """
1979-03-07T00:22:20.174,16434:46:001,1,  -16.029,  -14.361,   -2.955,   21.723,   21.724, -7.818,221.860,   0.224,   0.150,   0.064, 5,"""        """
1979-03-07T00:23:08.174,16434:47:001,1,  -15.616,  -13.534,   -2.914,   20.869,   20.870, -8.026,220.914,   0.231,   0.099,   0.092, 5,"""        """
1979-03-07T00:23:56.174,16434:48:001,1,  -15.507,  -13.449,   -3.197,   20.774,   20.774, -8.852,220.936,   0.163,   0.091,   0.130, 5,"""        """
1979-03-07T00:24:44.174,16434:49:001,1,  -15.924,  -14.064,   -3.226,   21.489,   21.490, -8.635,221.449,   0.093,   0.245,   0.040, 5,"""        """
1979-03-07T00:25:32.174,16434:50:001,1,  -16.535,  -14.472,   -3.167,   22.201,   22.201, -8.202,221.195,   0.066,   0.098,   0.061, 5,"""        """
1979-03-07T00:26:20.174,16434:51:001,1,  -16.555,  -14.795,   -3.103,   22.418,   22.418, -7.956,221.787,   0.086,   0.078,   0.091, 5,"""        """
1979-03-07T00:27:08.174,16434:52:001,1,  -17.090,  -15.219,   -3.090,   23.092,   23.093, -7.689,221.687,   0.299,   0.150,   0.168, 5,"""        """
1979-03-07T00:27:56.174,16434:53:001,1,  -17.331,  -15.634,   -3.090,   23.544,   23.544, -7.542,222.052,   0.111,   0.059,   0.058, 5,"""        """
1979-03-07T00:28:44.174,16434:54:001,1,  -16.957,  -15.237,   -3.338,   23.040,   23.040, -8.330,221.941,   0.279,   0.207,   0.082, 5,"""        """
1979-03-07T00:29:32.174,16434:55:001,1,  -17.051,  -15.098,   -3.103,   22.985,   22.987, -7.759,221.524,   0.276,   0.257,   0.236, 5,"""        """
