1                    2              3      4      5     6    7      8      9           10 11  12  13  14     15  16      17      18      19      20    21     
===================  =============  =====  =====  ====  ===  =====  =====  ==========  =  ==  ==  ==  =====  ==  ======  ======  ======  ======  ====  ====== 
1969-11-19T19:01:52  2440545.29296    0.7  -9.99   599  179  -99.9  -99.9      524928  3   3   0   0   14.0   2    10.0  -999.9     4.0  -999.9  1.51     4.8 
1969-11-19T19:02:20  2440545.29329    0.7   0.08   554  214  -99.9  -99.9      524928  3   3   0   0   15.0   2    10.0  -999.9     3.0  -999.9  1.75     4.6 
1969-11-19T19:02:48  2440545.29361    1.0   0.09   477  245  -99.9  -99.9      524928  3   3   0   0    9.0   2    10.0  -999.9     4.0  -999.9  2.17     4.3 
1969-11-19T19:03:16  2440545.29394    0.8  -9.99   543  237  -99.9  -99.9      524928  3   3   0   0    9.0   2     9.0  -999.9     4.0  -999.9  1.92     4.3 
1969-11-19T19:03:44  2440545.29426    0.6   0.06   558  165  -99.9  -99.9      524928  3   3   0   0   19.0   2     9.0  -999.9     2.0  -999.9  1.50     4.4 
1969-11-19T19:04:40  2440545.29491    1.5  -9.99   421  304  -99.9  -99.9      524928  3   3   0   0   13.0   2     9.0  -999.9     4.0  -999.9  2.62     4.4 
1969-11-19T19:05:09  2440545.29524    0.5  -9.99   562  138  -99.9  -99.9      524928  3   3   0   0   10.0   2     8.0  -999.9     2.0  -999.9  1.40     3.8 
1969-11-19T19:05:37  2440545.29557    0.5   0.01   563  135  -99.9  -99.9      524928  3   3   0   0   13.0   2     7.0  -999.9     2.0  -999.9  1.38     3.9 
1969-11-19T19:06:05  2440545.29589    0.6  -9.99   559  210  -99.9  -99.9      524928  3   3   0   0   10.0   2     8.0  -999.9     1.0  -999.9  1.72     4.0 
1969-11-19T19:06:33  2440545.29622    0.6  -9.99   568  201  -99.9  -99.9      524928  3   3   0   0   11.0   2     8.0  -999.9     2.0  -999.9  1.65     4.1 
1969-11-19T19:07:01  2440545.29654    0.6  -9.99   523  191  -99.9  -99.9      524936  3   3   0   0   21.0   2     6.0  -999.9     3.0  -999.9  1.68     4.2 
1969-11-19T19:07:29  2440545.29686    0.5  -9.99   583  184  -99.9  -99.9      524936  3   3   0   0   12.0   2     7.0  -999.9     3.0  -999.9  1.54     4.0 
1969-11-19T19:07:57  2440545.29719    0.6  -9.99   535  172  -99.9  -99.9      524928  3   3   0   0   16.0   2     7.0  -999.9     2.0  -999.9  1.56     4.3 
1969-11-19T19:08:53  2440545.29784  -99.9  -9.99  -999  -99  -99.9  -99.9      525832  3   3   0   0   99.0   2     5.0  -999.9     2.0     1.0  9.99     4.2 
1969-11-19T19:09:21  2440545.29816  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     5.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T19:09:49  2440545.29848    0.5   0.03   573  158  -99.9  -99.9      524928  3   3   0   0   10.0   2     9.0     2.0     2.0  -999.9  1.46     4.2 
1969-11-19T19:10:17  2440545.29881  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     6.0  -999.9     2.0  -999.9  9.99     4.2 
1969-11-19T19:11:13  2440545.29946  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     5.0  -999.9     3.0  -999.9  9.99     4.2 
1969-11-19T19:11:42  2440545.29979  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     7.0  -999.9     2.0     1.0  9.99     3.9 
1969-11-19T19:12:10  2440545.30012  -99.9  -9.99  -999  -99  -99.9  -99.9      525832  3   3   0   0   99.0   2     5.0  -999.9     2.0  -999.9  9.99     3.8 
1969-11-19T19:12:38  2440545.30044  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     7.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T19:13:06  2440545.30076  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     5.0  -999.9     2.0  -999.9  9.99     4.2 
1969-11-19T19:13:34  2440545.30109  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     6.0  -999.9     3.0  -999.9  9.99     4.3 
1969-11-19T19:14:02  2440545.30141  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     6.0  -999.9     1.0     1.0  9.99     4.5 
1969-11-19T19:14:30  2440545.30174  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     4.0  -999.9     2.0  -999.9  9.99     4.9 
1969-11-19T19:14:58  2440545.30206  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     4.0  -999.9     1.0  -999.9  9.99     5.0 
1969-11-19T19:15:26  2440545.30238  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     4.0  -999.9     2.0  -999.9  9.99     4.6 
1969-11-19T19:15:54  2440545.30271  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     4.0  -999.9  -999.9  -999.9  9.99     4.3 
1969-11-19T19:16:22  2440545.30303  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     5.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T19:16:50  2440545.30336  -99.9  -9.99  -999  -99  -99.9  -99.9      525960  3   3   0   0   99.0   2     6.0  -999.9     2.0  -999.9  9.99     3.9 
1969-11-19T19:17:18  2440545.30368  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9     1.0  -999.9  9.99     4.3 
1969-11-19T19:17:47  2440545.30402  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9     1.0  -999.9  9.99     4.4 
1969-11-19T19:18:15  2440545.30434  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9     2.0  -999.9  9.99     4.3 
1969-11-19T19:18:43  2440545.30466  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0     2.0  -999.9  -999.9  9.99     3.7 
1969-11-19T19:19:11  2440545.30499  -99.9  -9.99  -999  -99  -99.9  -99.9      525832  3   3   0   0   99.0   2     5.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T19:19:39  2440545.30531  -99.9  -9.99  -999  -99  -99.9  -99.9      525832  3   3   0   0   99.0   2     4.0  -999.9     1.0  -999.9  9.99     4.2 
1969-11-19T19:20:07  2440545.30564  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9  -999.9  -999.9  9.99     4.4 
1969-11-19T19:20:35  2440545.30596  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9  -999.9  -999.9  9.99     4.3 
1969-11-19T19:21:03  2440545.30628  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9  -999.9  -999.9  9.99     4.3 
1969-11-19T19:21:31  2440545.30661  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T19:22:27  2440545.30726  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9     1.0  -999.9  9.99     4.0 
1969-11-19T19:22:55  2440545.30758  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9     1.0  -999.9  9.99     4.1 
1969-11-19T19:23:23  2440545.30791  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T19:23:51  2440545.30823  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     4.0  -999.9     2.0  -999.9  9.99     4.2 
1969-11-19T19:24:20  2440545.30856  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9     2.0  -999.9  9.99     3.8 
1969-11-19T19:24:48  2440545.30889  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9  -999.9  -999.9  9.99     3.9 
1969-11-19T19:25:16  2440545.30921  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T19:25:44  2440545.30954  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     1.0  -999.9  -999.9     1.0  9.99     3.8 
1969-11-19T19:26:12  2440545.30986  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0     1.0  -999.9  -999.9  9.99     3.7 
1969-11-19T19:26:40  2440545.31019  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9     2.0     2.0  9.99     4.2 
1969-11-19T19:27:08  2440545.31051  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9  -999.9  -999.9  9.99     4.5 
1969-11-19T19:27:36  2440545.31083  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.5 
1969-11-19T19:28:32  2440545.31148  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T19:29:00  2440545.31181  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T19:29:28  2440545.31213  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0     1.0  -999.9  -999.9  9.99     4.8 
1969-11-19T19:30:25  2440545.31279  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     1.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T19:30:53  2440545.31311  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T19:31:21  2440545.31344  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0     2.0  -999.9  -999.9  9.99     3.5 
1969-11-19T19:31:49  2440545.31376  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     1.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T19:32:17  2440545.31409  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T19:32:45  2440545.31441  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0  -999.9     2.0  -999.9  9.99     4.0 
1969-11-19T19:33:13  2440545.31473  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     2.0  -999.9     1.0  -999.9  9.99     3.6 
1969-11-19T19:33:41  2440545.31506  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     1.0  -999.9  -999.9  -999.9  9.99     3.5 
1969-11-19T19:34:37  2440545.31571  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0     2.0  -999.9  -999.9  9.99     3.8 
1969-11-19T19:35:05  2440545.31603  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     3.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T19:35:33  2440545.31635  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     1.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T19:36:01  2440545.31668  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     2.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T19:36:30  2440545.31701  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0     2.0  -999.9  -999.9  9.99     3.8 
1969-11-19T19:36:58  2440545.31734  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T19:37:26  2440545.31766  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T19:37:54  2440545.31799  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T19:38:50  2440545.31863  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     2.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T19:39:18  2440545.31896  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T19:39:46  2440545.31928  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   1     1.0  -999.9  -999.9  -999.9  9.99     3.9 
1969-11-19T19:40:14  2440545.31961  -99.9  -9.99  -999  -99  -99.9  -99.9      524810  0   0   0   0  -99.9   7  -999.9  -999.9  -999.9     1.0  9.99  -999.9 
1969-11-19T19:40:42  2440545.31993  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     3.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T19:41:10  2440545.32025  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T19:41:38  2440545.32058  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   1     2.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T19:42:06  2440545.32090  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T19:42:34  2440545.32123  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0  -999.9     1.0  -999.9  9.99     4.0 
1969-11-19T19:43:03  2440545.32156  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   1     1.0  -999.9  -999.9  -999.9  9.99     3.9 
1969-11-19T19:43:31  2440545.32189  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T19:43:59  2440545.32221  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     3.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T19:44:27  2440545.32253  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0     3.0     1.0  -999.9  9.99     3.7 
1969-11-19T19:44:55  2440545.32286  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     3.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T19:45:23  2440545.32318  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T19:45:51  2440545.32351  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     4.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T19:46:19  2440545.32383  -99.9  -9.99  -999  -99  -99.9  -99.9      525832  3   3   0   0   99.0   3     4.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T19:46:47  2440545.32416  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     4.0  -999.9  -999.9  -999.9  9.99     3.9 
1969-11-19T19:47:43  2440545.32480  -99.9  -9.99  -999  -99  -99.9  -99.9   335544840  3   3   0   0   99.0   3     4.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T19:48:11  2440545.32513  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     4.3 
1969-11-19T19:48:39  2440545.32545  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     1.0  -999.9  -999.9  -999.9  9.99     3.9 
1969-11-19T19:49:08  2440545.32579  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T19:50:04  2440545.32644  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     3.9 
1969-11-19T19:50:32  2440545.32676  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0     1.0  -999.9  -999.9  9.99     4.2 
1969-11-19T19:51:00  2440545.32708  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     2.0  -999.9  -999.9  -999.9  9.99     4.3 
1969-11-19T19:51:56  2440545.32773  -99.9  -9.99  -999  -99  -99.9  -99.9      524810  0   0   0   0  -99.9   5     1.0  -999.9  -999.9  -999.9  9.99  -999.9 
1969-11-19T19:52:24  2440545.32806  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   7  -999.9  -999.9  -999.9     3.0  9.99     3.9 
1969-11-19T19:52:52  2440545.32838  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   1     1.0  -999.9  -999.9  -999.9  9.99     4.6 
1969-11-19T19:53:20  2440545.32870  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     1.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T19:53:48  2440545.32903  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T19:54:16  2440545.32935  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T19:55:12  2440545.33000  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T19:55:41  2440545.33034  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   7  -999.9  -999.9  -999.9     2.0  9.99     3.5 
1969-11-19T19:56:37  2440545.33098  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T19:58:01  2440545.33196  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.5 
1969-11-19T19:58:29  2440545.33228  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T19:58:57  2440545.33260  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     1.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T19:59:53  2440545.33325  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     1.0  -999.9     1.0  -999.9  9.99     4.2 
1969-11-19T20:00:49  2440545.33390  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     1.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T20:01:17  2440545.33422  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     1.0  -999.9  -999.9  -999.9  9.99     3.9 
1969-11-19T20:01:46  2440545.33456  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T20:02:14  2440545.33488  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T20:02:42  2440545.33521  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T20:03:10  2440545.33553  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T20:03:38  2440545.33586  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     1.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T20:04:06  2440545.33618  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     1.0  -999.9  -999.9  -999.9  9.99     3.5 
1969-11-19T20:04:34  2440545.33650  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     1.0  -999.9  -999.9  -999.9  9.99     3.5 
1969-11-19T20:05:02  2440545.33683  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     2.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T20:05:58  2440545.33748  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     2.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T20:06:26  2440545.33780  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     3.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T20:07:50  2440545.33877  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     1.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T20:08:19  2440545.33911  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T20:09:15  2440545.33976  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.9 
1969-11-19T20:10:11  2440545.34041  -99.9  -9.99  -999  -99  -99.9  -99.9   335544840  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T20:11:35  2440545.34138  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   7  -999.9  -999.9  -999.9     2.0  9.99     4.1 
1969-11-19T20:12:03  2440545.34170  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     1.0  -999.9     1.0  -999.9  9.99     3.7 
1969-11-19T20:12:31  2440545.34203  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     3.0  -999.9     1.0  -999.9  9.99     4.5 
1969-11-19T20:12:59  2440545.34235  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     3.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T20:13:55  2440545.34300  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     1.0  -999.9  -999.9  -999.9  9.99     4.3 
1969-11-19T20:14:52  2440545.34366  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     1.0  -999.9  -999.9  -999.9  9.99     4.4 
1969-11-19T20:15:20  2440545.34398  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0     1.0  -999.9  -999.9  9.99     3.6 
1969-11-19T20:16:16  2440545.34463  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T20:16:44  2440545.34495  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     1.0  -999.9  -999.9  -999.9  9.99     4.5 
1969-11-19T20:17:12  2440545.34528  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     1.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T20:18:08  2440545.34593  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T20:18:36  2440545.34625  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   7     1.0  -999.9  -999.9     3.0  9.99     3.7 
1969-11-19T20:19:04  2440545.34657  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T20:19:32  2440545.34690  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   7  -999.9  -999.9  -999.9     2.0  9.99     3.7 
1969-11-19T20:20:00  2440545.34722  -99.9  -9.99  -999  -99  -99.9  -99.9      524810  0   0   0   0  -99.9   7  -999.9  -999.9  -999.9     1.0  9.99  -999.9 
1969-11-19T20:20:57  2440545.34788  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     2.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T20:21:25  2440545.34821  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     1.0  -999.9  -999.9  -999.9  9.99     4.0 
1969-11-19T20:21:53  2440545.34853  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     3.0  -999.9  -999.9  -999.9  9.99     3.8 
1969-11-19T20:22:21  2440545.34885  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0  -999.9  -999.9     1.0  9.99     3.7 
1969-11-19T20:22:49  2440545.34918  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   5     2.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T20:23:17  2440545.34950  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     1.0  -999.9  -999.9  -999.9  9.99     3.7 
1969-11-19T20:23:45  2440545.34983  -99.9  -9.99  -999  -99  -99.9  -99.9      524810  0   0   0   0  -99.9   1     2.0  -999.9  -999.9  -999.9  9.99  -999.9 
1969-11-19T20:24:13  2440545.35015  -99.9  -9.99  -999  -99  -99.9  -99.9      524810  0   0   0   0  -99.9   6     2.0  -999.9     1.0  -999.9  9.99  -999.9 
1969-11-19T20:24:41  2440545.35047  -99.9  -9.99  -999  -99  -99.9  -99.9      524810  0   0   0   0  -99.9   2     2.0  -999.9  -999.9  -999.9  9.99  -999.9 
1969-11-19T20:25:09  2440545.35080  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   6     2.0  -999.9  -999.9  -999.9  9.99     4.1 
1969-11-19T20:25:37  2440545.35112  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0     1.0  -999.9  -999.9  9.99     3.7 
1969-11-19T20:26:05  2440545.35145  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   3     2.0  -999.9  -999.9  -999.9  9.99     3.6 
1969-11-19T20:26:33  2440545.35177  -99.9  -9.99  -999  -99  -99.9  -99.9      524808  3   3   0   0   99.0   2     2.0  -999.9  -999.9  -999.9  9.99     3.9 
