1                    2              3      4      5     6    7      8      9           10 11  12  13  14     15  16      17      18      19      20    21     
===================  =============  =====  =====  ====  ===  =====  =====  ==========  =  ==  ==  ==  =====  ==  ======  ======  ======  ======  ====  ====== 
1969-11-19T18:52:02  2440545.28613    0.8  -9.99   529  209  -99.9  -99.9      524928  3   3   0   0   21.0   2    10.0  -999.9     2.0  -999.9  1.78     5.1 
1969-11-19T18:52:31  2440545.28647    0.6  -9.99   576  162  -99.9  -99.9      524928  3   3   0   0   20.0   2     8.0  -999.9     3.0  -999.9  1.47     5.1 
1969-11-19T18:52:59  2440545.28679    0.8  -9.99   528  209  -99.9  -99.9      524928  3   3   0   0   21.0   2    10.0  -999.9     1.0     2.0  1.78     5.2 
1969-11-19T18:54:51  2440545.28809    0.8  -9.99   528  209  -99.9  -99.9   335544960  3   3   0   0   21.0   2    10.0  -999.9     1.0     2.0  1.78     5.3 
1969-11-19T18:55:19  2440545.28841    0.8  -9.99   528  209  -99.9  -99.9   335544960  3   3   0   0   21.0   2    10.0  -999.9     1.0     2.0  1.78     5.7 
1969-11-19T18:55:47  2440545.28874    1.1   0.04   528  218  -99.9  -99.9      524928  3   3   0   0    8.0   2    13.0  -999.9     1.0     2.0  1.84     5.3 
1969-11-19T18:56:15  2440545.28906    0.6   0.12   576  180  -99.9  -99.9      524928  3   3   0   0   25.0   2     9.0  -999.9     3.0     3.0  1.53     5.2 
1969-11-19T18:56:43  2440545.28939    1.3  -9.99   492  264  -99.9  -99.9      524928  3   3   0   0   14.0   2    11.0  -999.9  -999.9     3.0  2.25     5.3 
1969-11-19T18:57:11  2440545.28971    0.6   0.06   592  177  -99.9  -99.9      524928  3   3   0   0   16.0   2     9.0  -999.9     3.0  -999.9  1.51     5.0 
1969-11-19T18:57:39  2440545.29003    0.8  -9.99   560  207  -99.9  -99.9      524928  3   3   0   0   14.0   2    10.0  -999.9     2.0  -999.9  1.70     4.9 
1969-11-19T18:58:35  2440545.29068    0.9  -9.99   559  209  -99.9  -99.9      524928  3   3   0   0   14.0   2    11.0  -999.9     2.0  -999.9  1.71     4.8 
1969-11-19T18:59:04  2440545.29102    0.9  -9.99   556  213  -99.9  -99.9      524928  3   3   0   0   13.0   2    11.0  -999.9     2.0  -999.9  1.74     4.7 
1969-11-19T18:59:32  2440545.29134    0.9  -9.99   550  220  -99.9  -99.9      524928  3   3   0   0   15.0   2    10.0  -999.9     2.0     1.0  1.79     4.9 
1969-11-19T19:00:00  2440545.29167    0.5   0.11   605  145  -99.9  -99.9      524928  3   3   0   0   11.0   2     9.0  -999.9     3.0     1.0  1.39     4.8 
1969-11-19T19:00:28  2440545.29199    0.6   0.01   614  141  -99.9  -99.9      524928  3   3   0   0    3.0   2    10.0  -999.9     2.0  -999.9  1.37     4.7 
1969-11-19T19:00:56  2440545.29231    0.6  -9.99   625  156  -99.9  -99.9      524928  3   3   0   0   12.0   2    10.0  -999.9     1.0  -999.9  1.40     4.7 
1969-11-19T19:01:24  2440545.29264    0.6  -9.99   626  156  -99.9  -99.9      524928  3   3   0   0   12.0   2    10.0  -999.9     3.0  -999.9  1.41     4.7 
